Film,Name,Category,Year_Film,Year_Ceremony,Critic_Score,Audience_Score,Winner,Unique_Group_ID
All Quiet on the Western Front,(Arthur Edeson),CINEMATOGRAPHY,1929,1930,0.98,0.89,False,59
All Quiet on the Western Front,James Friend,CINEMATOGRAPHY,2022,2023,0.98,0.89,True,59
All Quiet on the Western Front,"Frank Petzold, Viktor Müller, Markus Frank and Kamil Jafar",VISUAL EFFECTS,2022,2023,0.98,0.89,False,59
All Quiet on the Western Front,"Screenplay - Edward Berger, Lesley Paterson & Ian Stokell",WRITING (Adapted Screenplay),2022,2023,0.98,0.89,False,59
All Quiet on the Western Front,"(George Abbott), (Maxwell Anderson), (Del Andrews)",WRITING,1929,1930,0.98,0.89,False,59
All Quiet on the Western Front,Universal,OUTSTANDING PRODUCTION,1929,1930,0.98,0.89,True,59
All Quiet on the Western Front,Production Design: Christian M. Goldbeck; Set Decoration: Ernestine Hipper,PRODUCTION DESIGN,2022,2023,0.98,0.89,True,59
All Quiet on the Western Front,Lewis Milestone,DIRECTING,1929,1930,0.98,0.89,True,59
All Quiet on the Western Front,"Malte Grunert, Producer",BEST PICTURE,2022,2023,0.98,0.89,False,59
All Quiet on the Western Front,"Viktor Prášil, Frank Kruse, Markus Stemler, Lars Ginzel and Stefan Korte",SOUND,2022,2023,0.98,0.89,False,59
All Quiet on the Western Front,Germany,INTERNATIONAL FEATURE FILM,2022,2023,0.98,0.89,True,59
All Quiet on the Western Front,Heike Merker and Linda Eisenhamerová,MAKEUP AND HAIRSTYLING,2022,2023,0.98,0.89,False,59
All Quiet on the Western Front,Volker Bertelmann,MUSIC (Original Score),2022,2023,0.98,0.89,True,59
All That Jazz,Roy Scheider,ACTOR IN A LEADING ROLE,1979,1980,0.87,0.85,False,60
All That Jazz,Adaptation Score by Ralph Burns,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),1979,1980,0.87,0.85,True,60
All That Jazz,"Robert Alan Aurthur, Bob Fosse",WRITING (Screenplay Written Directly for the Screen),1979,1980,0.87,0.85,False,60
All That Jazz,Giuseppe Rotunno,CINEMATOGRAPHY,1979,1980,0.87,0.85,False,60
All That Jazz,"Art Direction:  Philip Rosenberg, Tony Walton;  Set Decoration:  Edward Stewart, Gary Brink",ART DIRECTION,1979,1980,0.87,0.85,True,60
All That Jazz,Bob Fosse,DIRECTING,1979,1980,0.87,0.85,False,60
All That Jazz,Alan Heim,FILM EDITING,1979,1980,0.87,0.85,True,60
All That Jazz,Albert Wolsky,COSTUME DESIGN,1979,1980,0.87,0.85,True,60
All That Jazz,"Robert Alan Aurthur, Producer",BEST PICTURE,1979,1980,0.87,0.85,False,60
All the King's Men,Broderick Crawford,ACTOR,1949,1950,0.12,0.4,True,61
All the King's Men,John Ireland,ACTOR IN A SUPPORTING ROLE,1949,1950,0.12,0.4,False,61
All the King's Men,Robert Rossen,WRITING (Screenplay),1949,1950,0.12,0.4,False,61
All the King's Men,Robert Rossen,DIRECTING,1949,1950,0.12,0.4,False,61
All the King's Men,"Robert Parrish, Al Clark",FILM EDITING,1949,1950,0.12,0.4,False,61
All the King's Men,Robert Rossen Productions,BEST MOTION PICTURE,1949,1950,0.12,0.4,True,61
All the King's Men,Mercedes McCambridge,ACTRESS IN A SUPPORTING ROLE,1949,1950,0.12,0.4,True,61
All the Money in the World,Christopher Plummer,ACTOR IN A SUPPORTING ROLE,2017,2018,0.79,0.66,False,62
All the President's Men,Robert L. Wolfe,FILM EDITING,1976,1977,0.94,0.92,False,63
All the President's Men,Art Direction:  George Jenkins;  Set Decoration:  George Gaines,ART DIRECTION,1976,1977,0.94,0.92,True,63
All the President's Men,Robert L. Wolfe,FILM EDITING,1976,1977,0.94,0.92,False,63
All the President's Men,Art Direction:  George Jenkins;  Set Decoration:  George Gaines,ART DIRECTION,1976,1977,0.94,0.92,True,63
All the President's Men,"Walter Coblenz, Producer",BEST PICTURE,1976,1977,0.94,0.92,False,63
All the President's Men,William Goldman,WRITING (Screenplay--based on material from another medium),1976,1977,0.94,0.92,True,63
All the President's Men,Jason Robards,ACTOR IN A SUPPORTING ROLE,1976,1977,0.94,0.92,True,63
All the President's Men,Jason Robards,ACTOR IN A SUPPORTING ROLE,1976,1977,0.94,0.92,True,63
All the President's Men,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",SOUND,1976,1977,0.94,0.92,True,63
All the President's Men,Jane Alexander,ACTRESS IN A SUPPORTING ROLE,1976,1977,0.94,0.92,False,63
All the President's Men,"Walter Coblenz, Producer",BEST PICTURE,1976,1977,0.94,0.92,False,63
All the President's Men,Alan J. Pakula,DIRECTING,1976,1977,0.94,0.92,False,63
All the President's Men,Jane Alexander,ACTRESS IN A SUPPORTING ROLE,1976,1977,0.94,0.92,False,63
All the President's Men,William Goldman,WRITING (Screenplay--based on material from another medium),1976,1977,0.94,0.92,True,63
All the President's Men,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",SOUND,1976,1977,0.94,0.92,True,63
All the President's Men,Alan J. Pakula,DIRECTING,1976,1977,0.94,0.92,False,63
Allied,Joanna Johnston,COSTUME DESIGN,2016,2017,0.6,0.64,False,64
Almost Famous,Frances McDormand,ACTRESS IN A SUPPORTING ROLE,2000,2001,0.91,0.92,False,65
Almost Famous,"Joe Hutshing, Saar Klein",FILM EDITING,2000,2001,0.91,0.92,False,65
Almost Famous,Kate Hudson,ACTRESS IN A SUPPORTING ROLE,2000,2001,0.91,0.92,False,65
Almost Famous,Written by Cameron Crowe,WRITING (Screenplay Written Directly for the Screen),2000,2001,0.91,0.92,True,65
Altered States,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Willie D. Burton",SOUND,1980,1981,0.86,0.71,False,66
Altered States,John Corigliano,MUSIC (Original Score),1980,1981,0.86,0.71,False,66
Amadeus,Milos Forman,DIRECTING,1984,1985,0.89,0.95,True,67
Amadeus,"Nena Danevic, Michael Chandler",FILM EDITING,1984,1985,0.89,0.95,False,67
Amadeus,Peter Shaffer,WRITING (Screenplay Based on Material from Another Medium),1984,1985,0.89,0.95,True,67
Amadeus,Theodor Pistek,COSTUME DESIGN,1984,1985,0.89,0.95,True,67
Amadeus,F. Murray Abraham,ACTOR IN A LEADING ROLE,1984,1985,0.89,0.95,True,67
Amadeus,Tom Hulce,ACTOR IN A LEADING ROLE,1984,1985,0.89,0.95,False,67
Amadeus,"Mark Berger, Tom Scott, Todd Boekelheide, Chris Newman",SOUND,1984,1985,0.89,0.95,True,67
Amadeus,Miroslav Ondricek,CINEMATOGRAPHY,1984,1985,0.89,0.95,False,67
Amadeus,"Paul LeBlanc, Dick Smith",MAKEUP,1984,1985,0.89,0.95,True,67
Amadeus,Art Direction:  Patrizia Von Brandenstein;  Set Decoration:  Karel Cerny,ART DIRECTION,1984,1985,0.89,0.95,True,67
Amadeus,"Saul Zaentz, Producer",BEST PICTURE,1984,1985,0.89,0.95,True,67
Amarcord,"Federico Fellini, Tonino Guerra",WRITING (Original Screenplay),1975,1976,0.87,0.9,False,68
Amarcord,Italy,FOREIGN LANGUAGE FILM,1974,1975,0.87,0.9,True,68
Amarcord,Federico Fellini,DIRECTING,1975,1976,0.87,0.9,False,68
American Beauty,"Bruce Cohen and Dan Jinks, Producers",BEST PICTURE,1999,2000,0.87,0.93,True,69
American Beauty,Thomas Newman,MUSIC (Original Score),1999,2000,0.87,0.93,False,69
American Beauty,Annette Bening,ACTRESS IN A LEADING ROLE,1999,2000,0.87,0.93,False,69
American Beauty,Kevin Spacey,ACTOR IN A LEADING ROLE,1999,2000,0.87,0.93,True,69
American Beauty,Conrad L. Hall,CINEMATOGRAPHY,1999,2000,0.87,0.93,True,69
American Beauty,Sam Mendes,DIRECTING,1999,2000,0.87,0.93,True,69
American Beauty,"Tariq Anwar, Christopher Greenbury",FILM EDITING,1999,2000,0.87,0.93,False,69
American Beauty,Alan Ball,WRITING (Screenplay Written Directly for the Screen),1999,2000,0.87,0.93,True,69
American Fiction,"Ben LeClair, Nikos Karamigios, Cord Jefferson and Jermaine Johnson, Producers",BEST PICTURE,2023,2024,0.93,0.96,False,70
American Fiction,Written for the screen by Cord Jefferson,WRITING (Adapted Screenplay),2023,2024,0.93,0.96,True,70
American Fiction,Jeffrey Wright,ACTOR IN A LEADING ROLE,2023,2024,0.93,0.96,False,70
American Fiction,Laura Karpman,MUSIC (Original Score),2023,2024,0.93,0.96,False,70
American Fiction,Sterling K. Brown,ACTOR IN A SUPPORTING ROLE,2023,2024,0.93,0.96,False,70
American Gangster,Art Direction: Arthur Max; Set Decoration: Beth A. Rubino,ART DIRECTION,2007,2008,0.81,0.9,False,71
American Gangster,Ruby Dee,ACTRESS IN A SUPPORTING ROLE,2007,2008,0.81,0.9,False,71
American Graffiti,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",BEST PICTURE,1973,1974,0.95,0.84,False,72
American Graffiti,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",BEST PICTURE,1973,1974,0.95,0.84,False,72
American Graffiti,Candy Clark,ACTRESS IN A SUPPORTING ROLE,1973,1974,0.95,0.84,False,72
American Graffiti,George Lucas,DIRECTING,1973,1974,0.95,0.84,False,72
American Graffiti,"Verna Fields, Marcia Lucas",FILM EDITING,1973,1974,0.95,0.84,False,72
American Graffiti,"Verna Fields, Marcia Lucas",FILM EDITING,1973,1974,0.95,0.84,False,72
American Graffiti,"Verna Fields, Marcia Lucas",FILM EDITING,1973,1974,0.95,0.84,False,72
American Graffiti,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",BEST PICTURE,1973,1974,0.95,0.84,False,72
American Graffiti,George Lucas,DIRECTING,1973,1974,0.95,0.84,False,72
American Graffiti,Candy Clark,ACTRESS IN A SUPPORTING ROLE,1973,1974,0.95,0.84,False,72
American Graffiti,George Lucas,DIRECTING,1973,1974,0.95,0.84,False,72
American Graffiti,Candy Clark,ACTRESS IN A SUPPORTING ROLE,1973,1974,0.95,0.84,False,72
American Graffiti,"George Lucas, Gloria Katz, Willard Huyck",WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1973,1974,0.95,0.84,False,72
American Graffiti,"George Lucas, Gloria Katz, Willard Huyck",WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1973,1974,0.95,0.84,False,72
American Graffiti,"George Lucas, Gloria Katz, Willard Huyck",WRITING (Story and Screenplay--based on factual material or material not previously published or produced),1973,1974,0.95,0.84,False,72
American History X,Edward Norton,ACTOR IN A LEADING ROLE,1998,1999,0.84,0.96,False,73
American Hustle,Amy Adams,ACTRESS IN A LEADING ROLE,2013,2014,0.92,0.74,False,74
American Hustle,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",BEST PICTURE,2013,2014,0.92,0.74,False,74
American Hustle,Michael Wilkinson,COSTUME DESIGN,2013,2014,0.92,0.74,False,74
American Hustle,Bradley Cooper,ACTOR IN A SUPPORTING ROLE,2013,2014,0.92,0.74,False,74
American Hustle,Production Design: Judy Becker; Set Decoration: Heather Loeffler,PRODUCTION DESIGN,2013,2014,0.92,0.74,False,74
American Hustle,Christian Bale,ACTOR IN A LEADING ROLE,2013,2014,0.92,0.74,False,74
American Hustle,Jennifer Lawrence,ACTRESS IN A SUPPORTING ROLE,2013,2014,0.92,0.74,False,74
American Hustle,David O. Russell,DIRECTING,2013,2014,0.92,0.74,False,74
American Hustle,Written by Eric Warren Singer and David O. Russell,WRITING (Original Screenplay),2013,2014,0.92,0.74,False,74
American Hustle,"Jay Cassidy, Crispin Struthers and Alan Baumgarten",FILM EDITING,2013,2014,0.92,0.74,False,74
American Sniper,Alan Robert Murray and Bub Asman,SOUND EDITING,2014,2015,0.72,0.84,True,75
American Sniper,"John Reitz, Gregg Rudloff and Walt Martin",SOUND MIXING,2014,2015,0.72,0.84,False,75
American Sniper,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",BEST PICTURE,2014,2015,0.72,0.84,False,75
American Sniper,Joel Cox and Gary D. Roach,FILM EDITING,2014,2015,0.72,0.84,False,75
American Sniper,Bradley Cooper,ACTOR IN A LEADING ROLE,2014,2015,0.72,0.84,False,75
American Sniper,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",BEST PICTURE,2014,2015,0.72,0.84,False,75
American Sniper,"John Reitz, Gregg Rudloff and Walt Martin",SOUND MIXING,2014,2015,0.72,0.84,False,75
American Sniper,Bradley Cooper,ACTOR IN A LEADING ROLE,2014,2015,0.72,0.84,False,75
American Sniper,Written by Jason Hall,WRITING (Adapted Screenplay),2014,2015,0.72,0.84,False,75
American Sniper,Written by Jason Hall,WRITING (Adapted Screenplay),2014,2015,0.72,0.84,False,75
American Sniper,Joel Cox and Gary D. Roach,FILM EDITING,2014,2015,0.72,0.84,False,75
American Sniper,Alan Robert Murray and Bub Asman,SOUND EDITING,2014,2015,0.72,0.84,True,75
American Splendor,Written by Robert Pulcini & Shari Springer Berman,WRITING (Adapted Screenplay),2003,2004,0.94,0.86,False,76
Amistad,John Williams,MUSIC (Original Dramatic Score),1997,1998,0.78,0.79,False,77
Amistad,Anthony Hopkins,ACTOR IN A SUPPORTING ROLE,1997,1998,0.78,0.79,False,77
Amistad,Ruth E. Carter,COSTUME DESIGN,1997,1998,0.78,0.79,False,77
Amistad,Janusz Kaminski,CINEMATOGRAPHY,1997,1998,0.78,0.79,False,77
An American Tail,Music by James Horner and Barry Mann; Lyric by Cynthia Weil,MUSIC (Original Song),1986,1987,0.77,0.71,False,78
An American Werewolf in London,Rick Baker,MAKEUP,1981,1982,0.89,0.85,True,79
An Education,Carey Mulligan,ACTRESS IN A LEADING ROLE,2009,2010,0.93,0.8,False,80
An Education,Screenplay by Nick Hornby,WRITING (Adapted Screenplay),2009,2010,0.93,0.8,False,80
An Education,"Finola Dwyer and Amanda Posey, Producers",BEST PICTURE,2009,2010,0.93,0.8,False,80
An Inconvenient Truth,Music and Lyric by Melissa Etheridge,MUSIC (Original Song),2006,2007,0.93,0.79,True,81
An Inconvenient Truth,Davis Guggenheim,DOCUMENTARY (Feature),2006,2007,0.93,0.79,True,81
Angela's Ashes,John Williams,MUSIC (Original Score),1999,2000,0.52,0.81,False,82
Angels and Insects,Paul Brown,COSTUME DESIGN,1996,1997,0.68,0.67,False,83
Animal Kingdom,Jacki Weaver,ACTRESS IN A SUPPORTING ROLE,2010,2011,0.94,0.83,False,84
Annie,Adaptation Score by Ralph Burns,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),1982,1983,0.49,0.69,False,85
Annie,Art Direction:  Dale Hennesy; Set Decoration:  Marvin March,ART DIRECTION,1982,1983,0.49,0.69,False,85
Annie,Adaptation Score by Ralph Burns,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),1982,1983,0.49,0.69,False,85
Annie,Adaptation Score by Ralph Burns,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),1982,1983,0.49,0.69,False,85
Annie,Art Direction:  Dale Hennesy; Set Decoration:  Marvin March,ART DIRECTION,1982,1983,0.49,0.69,False,85
Annie,Art Direction:  Dale Hennesy; Set Decoration:  Marvin March,ART DIRECTION,1982,1983,0.49,0.69,False,85
Annie Hall,"Woody Allen, Marshall Brickman",WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1977,1978,0.97,0.92,True,86
Annie Hall,Woody Allen,DIRECTING,1977,1978,0.97,0.92,True,86
Annie Hall,Diane Keaton,ACTRESS IN A LEADING ROLE,1977,1978,0.97,0.92,True,86
Annie Hall,"Charles H. Joffe, Producer",BEST PICTURE,1977,1978,0.97,0.92,True,86
Annie Hall,"Charles H. Joffe, Producer",BEST PICTURE,1977,1978,0.97,0.92,True,86
Annie Hall,Woody Allen,ACTOR IN A LEADING ROLE,1977,1978,0.97,0.92,False,86
Annie Hall,Woody Allen,ACTOR IN A LEADING ROLE,1977,1978,0.97,0.92,False,86
Annie Hall,Diane Keaton,ACTRESS IN A LEADING ROLE,1977,1978,0.97,0.92,True,86
Annie Hall,Woody Allen,DIRECTING,1977,1978,0.97,0.92,True,86
Annie Hall,"Woody Allen, Marshall Brickman",WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),1977,1978,0.97,0.92,True,86
Anomalisa,"Charlie Kaufman, Duke Johnson and Rosa Tran",ANIMATED FEATURE FILM,2015,2016,0.91,0.71,False,87
Anonymous,Lisy Christl,COSTUME DESIGN,2011,2012,0.2,0.33,False,88
Another Year,Written by Mike Leigh,WRITING (Original Screenplay),2010,2011,0.92,0.74,False,89
Antonia's Line,The Netherlands,FOREIGN LANGUAGE FILM,1995,1996,0.69,0.91,True,90
Apocalypse Now,Francis Coppola,DIRECTING,1979,1980,0.97,0.94,False,91
Apocalypse Now,"Richard Marks, Walter Murch, Gerald B. Greenberg, Lisa Fruchtman",FILM EDITING,1979,1980,0.97,0.94,False,91
Apocalypse Now,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer",SOUND,1979,1980,0.97,0.94,True,91
Apocalypse Now,Francis Coppola,DIRECTING,1979,1980,0.97,0.94,False,91
Apocalypse Now,Robert Duvall,ACTOR IN A SUPPORTING ROLE,1979,1980,0.97,0.94,False,91
Apocalypse Now,Robert Duvall,ACTOR IN A SUPPORTING ROLE,1979,1980,0.97,0.94,False,91
Apocalypse Now,Vittorio Storaro,CINEMATOGRAPHY,1979,1980,0.97,0.94,True,91
Apocalypse Now,"Walter Murch, Mark Berger, Richard Beggs, Nat Boxer",SOUND,1979,1980,0.97,0.94,True,91
Apocalypse Now,"John Milius, Francis Coppola",WRITING (Screenplay Based on Material from Another Medium),1979,1980,0.97,0.94,False,91
Apocalypse Now,"Richard Marks, Walter Murch, Gerald B. Greenberg, Lisa Fruchtman",FILM EDITING,1979,1980,0.97,0.94,False,91
Apocalypse Now,"Francis Coppola, Producer;  Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers",BEST PICTURE,1979,1980,0.97,0.94,False,91
Apocalypse Now,"John Milius, Francis Coppola",WRITING (Screenplay Based on Material from Another Medium),1979,1980,0.97,0.94,False,91
Apocalypse Now,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson",ART DIRECTION,1979,1980,0.97,0.94,False,91
Apocalypse Now,"Francis Coppola, Producer;  Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers",BEST PICTURE,1979,1980,0.97,0.94,False,91
Apocalypse Now,Vittorio Storaro,CINEMATOGRAPHY,1979,1980,0.97,0.94,True,91
Apocalypse Now,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson",ART DIRECTION,1979,1980,0.97,0.94,False,91
Apocalypto,Aldo Signoretti and Vittorio Sodano,MAKEUP,2006,2007,0.65,0.79,False,92
Apocalypto,"Kevin O'Connell, Greg P. Russell and Fernando Cámara",SOUND MIXING,2006,2007,0.65,0.79,False,92
Apocalypto,Sean McCormack and Kami Asgar,SOUND EDITING,2006,2007,0.65,0.79,False,92
Apollo 13,"William Broyles, Jr., Al Reinert",WRITING (Screenplay Based on Material Previously Produced or Published),1995,1996,0.96,0.87,False,93
Apollo 13,Art Direction:  Michael Corenblith;  Set Decoration:  Merideth Boswell,ART DIRECTION,1995,1996,0.96,0.87,False,93
Apollo 13,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",SOUND,1995,1996,0.96,0.87,True,93
Apollo 13,"Brian Grazer, Producer",BEST PICTURE,1995,1996,0.96,0.87,False,93
Apollo 13,"Mike Hill, Dan Hanley",FILM EDITING,1995,1996,0.96,0.87,True,93
Apollo 13,James Horner,MUSIC (Original Dramatic Score),1995,1996,0.96,0.87,False,93
Apollo 13,Art Direction:  Michael Corenblith;  Set Decoration:  Merideth Boswell,ART DIRECTION,1995,1996,0.96,0.87,False,93
Apollo 13,"Brian Grazer, Producer",BEST PICTURE,1995,1996,0.96,0.87,False,93
Apollo 13,"Robert Legato, Michael Kanfer, Leslie Ekker, Matt Sweeney",VISUAL EFFECTS,1995,1996,0.96,0.87,False,93
Apollo 13,"Mike Hill, Dan Hanley",FILM EDITING,1995,1996,0.96,0.87,True,93
Apollo 13,James Horner,MUSIC (Original Dramatic Score),1995,1996,0.96,0.87,False,93
Apollo 13,"Robert Legato, Michael Kanfer, Leslie Ekker, Matt Sweeney",VISUAL EFFECTS,1995,1996,0.96,0.87,False,93
Apollo 13,Ed Harris,ACTOR IN A SUPPORTING ROLE,1995,1996,0.96,0.87,False,93
Apollo 13,"William Broyles, Jr., Al Reinert",WRITING (Screenplay Based on Material Previously Produced or Published),1995,1996,0.96,0.87,False,93
Apollo 13,"Rick Dior, Steve Pederson, Scott Millan, David MacMillan",SOUND,1995,1996,0.96,0.87,True,93
Apollo 13,Kathleen Quinlan,ACTRESS IN A SUPPORTING ROLE,1995,1996,0.96,0.87,False,93
Apollo 13,Ed Harris,ACTOR IN A SUPPORTING ROLE,1995,1996,0.96,0.87,False,93
Apollo 13,Kathleen Quinlan,ACTRESS IN A SUPPORTING ROLE,1995,1996,0.96,0.87,False,93
Armageddon,George Watters II,SOUND EFFECTS EDITING,1998,1999,0.43,0.73,False,94
Armageddon,"Richard R. Hoover, Pat McClung, John Frazier",VISUAL EFFECTS,1998,1999,0.43,0.73,False,94
Armageddon,Music and Lyric by Diane Warren,MUSIC (Original Song),1998,1999,0.43,0.73,False,94
Armageddon,Music and Lyric by Diane Warren,MUSIC (Original Song),1998,1999,0.43,0.73,False,94
Armageddon,"Kevin O'Connell, Greg P. Russell, Keith A. Wester",SOUND,1998,1999,0.43,0.73,False,94
Armageddon,"Kevin O'Connell, Greg P. Russell, Keith A. Wester",SOUND,1998,1999,0.43,0.73,False,94
Armageddon,"Richard R. Hoover, Pat McClung, John Frazier",VISUAL EFFECTS,1998,1999,0.43,0.73,False,94
Armageddon,George Watters II,SOUND EFFECTS EDITING,1998,1999,0.43,0.73,False,94
Around the World in 80 Days,Victor Young,MUSIC (Music Score of a Dramatic or Comedy Picture),1956,1957,0.32,0.34,True,95
Around the World in 80 Days,"James Poe, John Farrow, S.J. Perelman",WRITING (Screenplay--Adapted),1956,1957,0.32,0.34,True,95
Around the World in 80 Days,"Gene Ruggiero, Paul Weatherwax",FILM EDITING,1956,1957,0.32,0.34,True,95
Around the World in 80 Days,Lionel Lindon,CINEMATOGRAPHY (Color),1956,1957,0.32,0.34,True,95
Around the World in 80 Days,Michael Anderson,DIRECTING,1956,1957,0.32,0.34,False,95
Around the World in 80 Days,Miles White,COSTUME DESIGN (Color),1956,1957,0.32,0.34,False,95
Around the World in 80 Days,"Art Direction:  James W. Sullivan, Ken Adam;  Set Decoration:  Ross J. Dowd",ART DIRECTION (Color),1956,1957,0.32,0.34,False,95
Around the World in 80 Days,"Michael Todd, Producer",BEST MOTION PICTURE,1956,1957,0.32,0.34,True,95
As Good as It Gets,Hans Zimmer,MUSIC (Original Musical or Comedy Score),1997,1998,0.86,0.86,False,96
As Good as It Gets,Hans Zimmer,MUSIC (Original Musical or Comedy Score),1997,1998,0.86,0.86,False,96
As Good as It Gets,Helen Hunt,ACTRESS IN A LEADING ROLE,1997,1998,0.86,0.86,True,96
As Good as It Gets,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers",BEST PICTURE,1997,1998,0.86,0.86,False,96
As Good as It Gets,Greg Kinnear,ACTOR IN A SUPPORTING ROLE,1997,1998,0.86,0.86,False,96
